pdid,name,target_name,gene_name,target_type,activity_biochemical,SMILES_std,mw,hba,hbd,rb,logp,tpsa,moa_label,Standardized_SMILES,SMILES_protonated_7.4,TPSA,Rot_Bonds,H_Accpt,H_Donors,LogP,Mol.Wt,Ro5_check,morgan_fps,set
PD006424,purvalanol A,Cyclin-dependent kinase 4,CDK4,single protein,8.4,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,388.18,7.0,3.0,7.0,4.23,87.89,CDK,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,CC(C)[C@H](CO)NC1=NC(NC2=CC=CC(Cl)=C2)=C2N=CN(C(C)C)C2=N1,87.89,7.0,7.0,3.0,4.233000000000002,388.90300000000013,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9773ed0>,tr
PD013390,CCT251545,Cyclin-dependent kinase 19,CDK19,single protein,8.6,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,421.17,5.0,1.0,3.0,3.91,63.05,CDK,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,CN1C=C(C=N1)C1=CC=C(C=C1)C1=CN=CC(Cl)=C1N1CCC2(CCNC2=O)CC1,63.050000000000004,3.0,5.0,1.0,3.9090000000000025,421.93200000000036,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01dc40>,tr
PD003264,BMS-265246,Cyclin-dependent kinase 1,CDK1,single protein,8.22,CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)cnc2[nH]ncc12,345.13,4.0,1.0,6.0,3.95,67.87,CDK,CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)cnc2[nH]ncc12,CCCCOC1=C(C=NC2=NNC=C12)C(=O)C1=C(F)C=C(C)C=C1F,67.87,6.0,4.0,1.0,3.9544200000000025,345.34900000000005,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01d0e0>,tr
PD011960,WOGONIN,Cyclin-dependent kinase 9,CDK9,single protein,6.72,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,284.07,5.0,2.0,2.0,2.88,79.9,CDK,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,COC1=C2OC(=CC(=O)C2=C(O)C=C1[O-])C1=CC=CC=C1,82.73,2.0,5.0,1.0,2.2478,283.25899999999996,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9773ca0>,tr
PD071531,ON123300,Cyclin-dependent kinase 4,CDK4,single protein,8.41,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,429.23,8.0,1.0,4.0,3.27,90.08,CDK,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,C[NH+]1CCN(CC1)C1=CC=C(NC2=NC=C3C=C(C#N)C(=O)N(C4CCCC4)C3=N2)C=C1,91.28000000000002,4.0,7.0,2.0,1.8565799999999997,430.5360000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4144ba0>,tr
PD055877,DINACICLIB,Cyclin-dependent kinase 5,CDK5,single protein,9.5,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,396.23,7.0,2.0,7.0,2.28,92.63,CDK,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,CCC1=C2N=C(C=C(NCC3=CC=C[N+]([O-])=C3)N2N=C1)N1CCCCC1CCO,92.63,7.0,7.0,2.0,2.2785000000000006,396.4950000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01db60>,tr
PD062074,THZ1-R,Cyclin-dependent kinase 7,CDK7,single protein,6.71,CN(C)CCCC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,567.21,6.0,4.0,10.0,6.55,115.04,CDK,CN(C)CCCC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,C[NH+](C)CCCC(=O)NC1=CC=C(C=C1)C(=O)NC1=CC=CC(NC2=NC=C(Cl)C(=N2)C2=CNC3=CC=CC=C23)=C1,116.24000000000001,10.0,5.0,5.0,5.137400000000003,569.0890000000002,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b97704a0>,tr
PD004752,RO-4584820,Cyclin-dependent kinase 16,CDK16,single protein,9.27,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,441.13,8.0,2.0,6.0,1.41,127.51,CDK,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,COC1=CC=C(F)C(F)=C1C(=O)C1=CN=C(NC2CCN(CC2)S(C)(=O)=O)N=C1N,127.50999999999999,6.0,8.0,2.0,1.4125,441.4600000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4146490>,tr
PD017549,BS-181,Cyclin-dependent kinase 7,CDK7,single protein,7.68,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,380.27,6.0,3.0,11.0,4.4,80.27,CDK,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,CC(C)C1=C2N=C(NCCCCCC[NH3+])C=C(NCC3=CC=CC=C3)N2N=C1,81.89,11.0,5.0,3.0,3.679000000000002,381.54800000000006,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01e570>,tr
PD038907,ABEMACICLIB,Cyclin-dependent kinase 4,CDK4,single protein,8.7,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,506.27,8.0,1.0,7.0,4.94,75.0,CDK,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CC[NH+]1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1,76.2,7.0,7.0,2.0,3.519820000000002,507.6130000000003,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e0053f0>,tr
PD086744,CCT251921,Cyclin-dependent kinase 8,CDK8,single protein,8.64,Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21,410.16,6.0,2.0,2.0,2.98,89.07,CDK,Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21,CN1N=CC2=CC(=CC=C12)C1=C[NH+]=C(N)C(Cl)=C1N1CCC2(CCNC2=O)CC1,90.32,2.0,5.0,2.0,2.3965000000000005,411.9170000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01d460>,tr
PD011042,JNJ-7706621,Cyclin-dependent kinase 2,CDK2,single protein,8.7,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,394.07,8.0,3.0,4.0,1.22,145.99,CDK,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F,145.98999999999998,4.0,8.0,3.0,1.218,394.3630000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01d770>,tr
PD012597,CVT-313,Cyclin-dependent kinase 2,CDK2,single protein,6.3,COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,400.22,9.0,3.0,10.0,1.82,108.56,CDK,COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,COC1=CC=C(CNC2=C3N=CN(C(C)C)C3=NC(=N2)N(CCO)CCO)C=C1,108.56,10.0,9.0,3.0,1.8188999999999997,400.48300000000023,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01c430>,tr
PD017062,Ryuvidine,Cyclin-dependent kinase 4,CDK4,single protein,8.22,Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,284.06,5.0,1.0,2.0,3.13,59.06,CDK,Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,CC1=NC2=C(S1)C(=O)CC(=NC1=CC=C(C)C=C1)C2=O,59.39,1.0,5.0,0.0,3.3017400000000015,284.34000000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4144200>,tr
PD069625,Senexin A,Cyclin-dependent kinase 19,CDK19,single protein,6.51,N#Cc1ccc2ncnc(NCCc3ccccc3)c2c1,274.12,4.0,1.0,4.0,3.16,61.6,CDK,N#Cc1ccc2ncnc(NCCc3ccccc3)c2c1,N#CC1=CC2=C(NCCC3=CC=CC=C3)N=CN=C2C=C1,61.6,4.0,4.0,1.0,3.156080000000001,274.32700000000006,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4144580>,tr
PD002607,AG-1478,Epidermal growth factor receptor,EGFR,single protein,8.22,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,315.08,5.0,1.0,4.0,4.04,56.27,EGFR,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,COC1=CC2=NC=NC(NC3=CC=CC(Cl)=C3)=C2C=C1OC,56.27000000000001,4.0,5.0,1.0,4.044000000000002,315.7600000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e0049e0>,tr
PD011006,PELITINIB,Epidermal growth factor receptor,EGFR,single protein,8.53,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,467.15,6.0,2.0,8.0,5.1,90.28,EGFR,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(F)C(Cl)=C3)=C2C=C1NC(=O)\C=C\C[NH+](C)C,91.47999999999999,8.0,5.0,3.0,3.680480000000002,468.94000000000017,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b41457e0>,tr
PD115430,WAY-296800,Epidermal growth factor receptor,EGFR,single protein,4.09,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,469.07,6.0,1.0,5.0,5.76,63.99,EGFR,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,CC1=C(C)C2=C(S1)N=C(SCC(=O)NC1=CC=CC=C1Cl)N(C2=O)C1=CC=C(C)C=C1,63.99,5.0,6.0,1.0,5.756660000000004,470.0190000000002,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9773f40>,tr
PD012878,PD 158780,Epidermal growth factor receptor,EGFR,single protein,7.82,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,329.03,5.0,2.0,3.0,3.57,62.73,EGFR,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CNC1=CC2=C(NC3=CC=CC(Br)=C3)N=CN=C2C=N1,62.730000000000004,3.0,5.0,2.0,3.572600000000002,330.189,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4146110>,tr
PD010693,DACOMITINIB,Epidermal growth factor receptor,EGFR,single protein,8.22,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,469.17,6.0,2.0,7.0,5.16,79.38,EGFR,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1NC(=O)\C=C\C[NH+]1CCCCC1,80.58000000000001,7.0,5.0,3.0,3.738000000000002,470.95600000000036,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01c120>,tr
PD073726,PROQUAZONE,Epidermal growth factor receptor,EGFR,single protein,8.7,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,278.14,3.0,0.0,2.0,3.95,34.89,EGFR,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12,34.89,2.0,3.0,0.0,3.9528200000000027,278.355,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b41442e0>,tr
PD184108,Benzyl-quinazolin-4-yl-amine,Epidermal growth factor receptor,EGFR,single protein,6.49,c1ccc(CNc2ncnc3ccccc23)cc1,235.11,2.0,1.0,2.0,2.66,41.04,EGFR,c1ccc(CNc2ncnc3ccccc23)cc1,C(NC1=NC=NC2=CC=CC=C12)C1=CC=CC=C1,37.81,3.0,3.0,1.0,3.241900000000002,235.29000000000002,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01e340>,tr
PD003385,GEFITINIB,Epidermal growth factor receptor,EGFR,single protein,8.96,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.15,7.0,1.0,8.0,4.28,68.74,EGFR,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCOCC1,68.74000000000001,8.0,7.0,1.0,4.275600000000003,446.9100000000004,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01d540>,tr
PD010538,WHI-P154,Epidermal growth factor receptor,EGFR,single protein,8.4,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,375.02,6.0,2.0,4.0,3.86,76.5,EGFR,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,COC1=CC2=NC=NC(NC3=CC=C(O)C(Br)=C3)=C2C=C1OC,76.50000000000001,4.0,6.0,2.0,3.8587000000000025,376.2100000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9773bc0>,tr
PD021511,BMS-599626,Epidermal growth factor receptor,EGFR,single protein,7.49,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,530.22,10.0,3.0,7.0,3.86,119.63,EGFR,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,CC1=C2N(C=C1NC(=O)OC[C@@H]1COCC[NH2+]1)N=CN=C2NC1=CC=C2N(CC3=CC=CC(F)=C3)N=CC2=C1,124.21,7.0,9.0,3.0,2.8291200000000014,531.5720000000001,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01c2e0>,tr
PD012314,CZC-54252,Epidermal growth factor receptor,EGFR,single protein,7.32,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,504.13,9.0,3.0,8.0,3.83,117.71,EGFR,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2NS(C)(=O)=O)=N1)N1CCOCC1,117.71,8.0,9.0,3.0,3.8339000000000025,505.0000000000003,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01cd60>,tr
PD012960,FALNIDAMOL,Epidermal growth factor receptor,EGFR,single protein,8.52,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,387.14,7.0,2.0,4.0,3.46,78.86,EGFR,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,C[NH+]1CCC(CC1)NC1=NC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=N1,80.06,4.0,6.0,3.0,2.0448999999999993,388.85800000000006,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01c740>,tr
PD018549,PP 3,Epidermal growth factor receptor,EGFR,single protein,5.57,Nc1ncnc2c1cnn2-c1ccccc1,211.09,5.0,1.0,1.0,1.4,69.62,EGFR,Nc1ncnc2c1cnn2-c1ccccc1,NC1=C2C=NN(C2=NC=N1)C1=CC=CC=C1,69.62,1.0,5.0,1.0,1.3977,211.228,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4145690>,tr
PD010393,CNX-2006,Epidermal growth factor receptor,EGFR,single protein,7.78,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(CCF)C4)cc3OC)ncc2C(F)(F)F)c1,545.22,8.0,4.0,11.0,5.18,103.44,EGFR,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(CCF)C4)cc3OC)ncc2C(F)(F)F)c1,COC1=CC(NC2CN(CCF)C2)=CC=C1NC1=NC=C(C(NC2=CC(NC(=O)C=C)=CC=C2)=N1)C(F)(F)F,103.44000000000001,11.0,8.0,4.0,5.181300000000004,545.5410000000003,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01daf0>,tr
PD038945,ALLITINIB,Epidermal growth factor receptor,EGFR,single protein,9.3,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,448.11,5.0,2.0,7.0,5.87,76.14,EGFR,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,FC1=CC(COC2=CC=C(NC3=C4C=C(NC(=O)C=C)C=CC4=NC=N3)C=C2Cl)=CC=C1,76.14,7.0,5.0,2.0,5.869400000000003,448.8850000000001,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b803b610>,tr
PD003311,WZ8040,Epidermal growth factor receptor,EGFR,single protein,8.16,C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,480.15,7.0,2.0,7.0,4.9,73.39,EGFR,C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,C[NH+]1CCN(CC1)C1=CC=C(NC2=NC=C(Cl)C(SC3=CC(NC(=O)C=C)=CC=C3)=N2)C=C1,74.59,7.0,6.0,3.0,3.4840000000000027,482.0330000000002,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9772dc0>,tr
PD011169,AEE-788,Epidermal growth factor receptor,EGFR,single protein,8.7,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,440.27,5.0,2.0,7.0,4.94,60.08,EGFR,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,CC[NH+]1CCN(CC2=CC=C(C=C2)C2=CC3=C(N[C@H](C)C4=CC=CC=C4)[NH+]=CN=C3N2)CC1,62.53,7.0,3.0,3.0,2.937500000000001,442.61100000000016,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e007c30>,tr
PD003483,PD-153035,Epidermal growth factor receptor,EGFR,single protein,8.34,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,359.03,5.0,1.0,4.0,4.15,56.27,EGFR,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,COC1=CC2=NC=NC(NC3=CC=CC(Br)=C3)=C2C=C1OC,56.27000000000001,4.0,5.0,1.0,4.153100000000003,360.2110000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b41440b0>,tr
PD003373,AFATINIB,Epidermal growth factor receptor,EGFR,single protein,9.3,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,485.16,7.0,2.0,8.0,4.39,88.61,EGFR,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,C[NH+](C)C\C=C\C(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1O[C@H]1CCOC1,89.81,8.0,6.0,3.0,2.9728000000000003,486.95500000000027,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e007370>,tr
PD015010,AG 112,Epidermal growth factor receptor,EGFR,single protein,6.9,N#C/C(=C\c1ccc(O)cc1)C(=N)C(C#N)C#N,236.07,5.0,2.0,2.0,1.56,117.62,EGFR,N#C/C(=C\c1ccc(O)cc1)C(=N)C(C#N)C#N,NC(\C(=C\C1=CC=C([O-])C=C1)C#N)=C(C#N)C#N,120.44999999999999,2.0,5.0,1.0,0.9271400000000001,235.226,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e006570>,tr
PD012313,AZ5104,Epidermal growth factor receptor,EGFR,single protein,7.48,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,485.25,7.0,3.0,10.0,4.5,98.41,EGFR,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,COC1=C(NC2=NC=CC(=N2)C2=CNC3=CC=CC=C23)C=C(NC(=O)C=C)C(=C1)N(C)CC[NH+](C)C,99.61,10.0,6.0,4.0,3.082300000000001,486.6000000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b803aff0>,tr
PD010514,ICOTINIB,Epidermal growth factor receptor,EGFR,single protein,7.35,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,391.15,7.0,1.0,2.0,3.16,74.73,EGFR,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,C#CC1=CC=CC(NC2=NC=NC3=CC4=C(OCCOCCOCCO4)C=C23)=C1,74.73000000000002,2.0,7.0,1.0,3.1591000000000014,391.42700000000025,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01cba0>,tr
PD070626,GW 583340 dihydrochloride,Epidermal growth factor receptor,EGFR,single protein,8.0,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,597.11,9.0,2.0,11.0,6.0,106.1,EGFR,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,CS(=O)(=O)CCNCC1=NC(=CS1)C1=CC2=C(NC3=CC=C(OCC4=CC=CC(F)=C4)C(Cl)=C3)N=CN=C2C=C1,106.10000000000001,11.0,9.0,2.0,6.002600000000005,598.1250000000001,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01d930>,tr
PD011147,ABEXINOSTAT,Histone deacetylase 1,HDAC1,single protein,8.15,CN(C)Cc1c(C(=O)NCCOc2ccc(C(O)=NO)cc2)oc2ccccc12,397.16,6.0,3.0,8.0,2.42,104.04,HDAC,CN(C)Cc1c(C(=O)NCCOc2ccc(C(O)=NO)cc2)oc2ccccc12,C[NH+](C)CC1=C(OC2=CC=CC=C12)C(=O)NCCOC1=CC=C(C=C1)C(O)N=O,105.57000000000002,9.0,6.0,3.0,1.6433999999999993,398.4390000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e006d50>,tr
PD125974,J22352,Histone deacetylase 6,HDAC6,single protein,8.38,O=c1c2ccccc2n(Cc2ccc(C(O)=NO)cc2)c(=O)n1CCc1ccccc1,415.15,6.0,2.0,6.0,2.57,93.33,HDAC,O=c1c2ccccc2n(Cc2ccc(C(O)=NO)cc2)c(=O)n1CCc1ccccc1,OC(N=O)C1=CC=C(CN2C(=O)N(CCC3=CC=CC=C3)C(=O)C3=CC=CC=C23)C=C1,93.66,7.0,7.0,1.0,3.211500000000002,415.44900000000007,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01cf20>,tr
PD003566,JQ12,Histone deacetylase 1,HDAC1,single protein,7.4,CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,351.1,4.0,3.0,4.0,4.21,84.22,HDAC,CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,CC(=O)NC1=CC=C(C=C1)C(=O)NC1=CC(=CC=C1N)C1=CC=CS1,84.22,4.0,4.0,3.0,4.208000000000002,351.43100000000004,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4277300>,tr
PD003516,BENDAMUSTINE,Histone deacetylase 6,HDAC6,single protein,8.11,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,357.1,4.0,1.0,9.0,3.26,58.36,HDAC,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,CN1C(CCCC([O-])=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,61.190000000000005,9.0,5.0,0.0,1.9298999999999995,357.2610000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01d850>,tr
PD003360,CAY10603,Histone deacetylase 3,HDAC3,single protein,8.7,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(O)=NO)no2)cc1,446.22,7.0,4.0,10.0,3.87,142.79,HDAC,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(O)=NO)no2)cc1,CC(C)(C)OC(=O)NC1=CC=C(C=C1)C1=CC(=NO1)C(=O)NCCCCCCC(=O)NO,142.79,10.0,7.0,4.0,3.8743000000000016,446.50400000000036,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01e260>,tr
PD003533,DACTOLISIB,Histone deacetylase 6,HDAC6,single protein,8.7,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,469.19,6.0,0.0,3.0,5.89,76.5,HDAC,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,CN1C(=O)N(C2=C1C=NC1=C2C=C(C=C1)C1=CC2=CC=CC=C2N=C1)C1=CC=C(C=C1)C(C)(C)C#N,76.5,3.0,6.0,0.0,5.893780000000005,469.54800000000023,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01dd90>,tr
PD010362,RG-2833,Histone deacetylase 3,HDAC3,single protein,8.3,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,339.19,3.0,3.0,8.0,3.51,84.22,HDAC,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,CC1=CC=C(C=C1)C(=O)NCCCCCC(=O)NC1=CC=CC=C1N,84.22,8.0,3.0,3.0,3.506120000000001,339.439,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4146500>,tr
