pdid,name,target_name,gene_name,target_type,activity_biochemical,SMILES_std,mw,hba,hbd,rb,logp,tpsa,moa_label,Standardized_SMILES,SMILES_protonated_7.4,TPSA,Rot_Bonds,H_Accpt,H_Donors,LogP,Mol.Wt,Ro5_check,morgan_fps,set
PD006326,trichostatin A,Histone deacetylase 1,HDAC1,single protein,9.7,CC(/C=C/C(O)=NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,302.16,4.0,2.0,6.0,2.58,69.64,HDAC,CC(/C=C/C(O)=NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,C[C@H](\C=C(/C)CCC(=O)N=O)C(=O)C1=CC=C(C=C1)N(C)C,66.81,7.0,4.0,0.0,3.590900000000002,302.374,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247aaf10>,tr
PD143540,AES-350,Histone deacetylase 6,HDAC6,single protein,7.62,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(O)=NO)cc2)cc1,312.15,3.0,3.0,3.0,3.36,78.43,HDAC,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(O)=NO)cc2)cc1,CC(C)(C)C1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)C(O)N=O,78.75999999999999,4.0,4.0,2.0,3.9937000000000036,312.369,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d927f47220>,tr
PD088288,HDAC8-IN-1,Histone deacetylase 8,HDAC8,single protein,7.57,COc1ccc(/C=C/C(O)=NO)c(-c2ccc(-c3ccccc3)cc2)c1,345.14,3.0,2.0,5.0,4.55,58.56,HDAC,COc1ccc(/C=C/C(O)=NO)c(-c2ccc(-c3ccccc3)cc2)c1,COC1=CC=C(CCC(=O)N=O)C(=C1)C1=CC=C(C=C1)C1=CC=CC=C1,55.73,6.0,3.0,0.0,5.254800000000004,345.398,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d924749850>,tr
PD010187,pravastatin,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,single protein,6.99,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.25,6.0,4.0,10.0,2.44,124.29,HMGCR,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12,127.12,10.0,7.0,3.0,1.1056999999999997,423.52600000000024,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247ab450>,tr
PD000154,MEGLUTOL,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,single protein,6.52,CC(O)(CC(=O)O)CC(=O)O,162.05,3.0,3.0,4.0,-0.31,94.83,HMGCR,CC(O)(CC(=O)O)CC(=O)O,CC(O)(CC([O-])=O)CC([O-])=O,100.49000000000001,4.0,5.0,1.0,-2.982599999999999,160.125,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d924749070>,tr
PD003114,lovastatin,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,single protein,7.69,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.26,5.0,1.0,6.0,4.2,72.83,HMGCR,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,72.83,6.0,5.0,1.0,4.195500000000004,404.54700000000025,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247aba70>,tr
PD019678,TRANS-ASARONE,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,single protein,6.34,C/C=C/c1cc(OC)c(OC)cc1OC,208.11,3.0,0.0,4.0,2.75,27.69,HMGCR,C/C=C/c1cc(OC)c(OC)cc1OC,COC1=CC(OC)=C(OC)C=C1\C=C\C,27.69,4.0,3.0,0.0,2.7455000000000007,208.257,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247aac00>,tr
PD013106,ATORVASTATIN,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,single protein,7.98,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,558.25,5.0,4.0,12.0,6.31,111.79,HMGCR,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,114.62,12.0,6.0,3.0,4.978900000000004,557.6420000000003,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d927f47990>,tr
PD010469,GDC-0349,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.42,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,452.25,7.0,2.0,5.0,2.27,91.85,MTOR,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,CCNC(=O)NC1=CC=C(C=C1)C1=NC2=C(CCN(C2)C2COC2)C(=N1)N1CCOC[C@@H]1C,91.85000000000001,5.0,7.0,2.0,2.2670000000000003,452.5590000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d92474ac70>,tr
PD004083,EVEROLIMUS,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.7,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,957.58,14.0,3.0,9.0,6.2,204.66,MTOR,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)C(C)=CC(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,204.65999999999997,9.0,14.0,3.0,6.1972000000000085,958.2399999999996,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96c9207b0>,tr
PD101242,mTOR-IN-1,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.82,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ncccn2)C3)cc1,474.25,8.0,2.0,5.0,2.86,108.4,MTOR,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ncccn2)C3)cc1,CCNC(=O)NC1=CC=C(C=C1)C1=NC2=C(CCN(C2)C2=NC=CC=N2)C(=N1)N1CCOC[C@@H]1C,108.4,5.0,8.0,2.0,2.862800000000002,474.56900000000024,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247aba00>,tr
PD051630,CC-223,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.0,COC1CCC(N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,397.21,7.0,2.0,4.0,2.48,100.47,MTOR,COC1CCC(N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,COC1CCC(CC1)N1C(=O)CNC2=NC=C(N=C12)C1=CC=C(N=C1)C(C)(C)O,100.47,4.0,7.0,2.0,2.4821000000000004,397.47900000000016,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d88f573920>,tr
PD012797,torin 1,Serine/threonine-protein kinase mTOR,MTOR,single protein,9.54,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,607.22,6.0,0.0,4.0,6.83,71.33,MTOR,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,CCC(=O)N1CCN(CC1)C1=CC=C(C=C1C(F)(F)F)N1C(=O)C=CC2=C1C1=C(C=CC(=C1)C1=CC3=CC=CC=C3N=C1)N=C2,71.33000000000001,4.0,6.0,0.0,6.831500000000007,607.6360000000002,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247aaff0>,tr
PD010886,WAY-600,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.05,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1,494.25,8.0,1.0,5.0,4.04,87.99,MTOR,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1,C([NH+]1CCC(CC1)N1N=CC2=C(N=C(N=C12)C1=CC=C2NC=CC2=C1)N1CCOCC1)C1=CC=CN=C1,89.19000000000001,5.0,7.0,2.0,2.6262,495.61100000000033,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247ab610>,tr
PD046430,RIDAFOROLIMUS,Serine/threonine-protein kinase mTOR,MTOR,single protein,9.7,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,989.56,14.0,2.0,8.0,7.74,201.5,MTOR,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)C(C)=CC(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O,201.49999999999997,8.0,14.0,2.0,7.74260000000001,990.2219999999996,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247497e0>,tr
PD003359,AZD-8055,Serine/threonine-protein kinase mTOR,MTOR,single protein,9.1,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,465.24,9.0,1.0,5.0,2.64,93.07,MTOR,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,COC1=CC=C(C=C1CO)C1=NC2=NC(=NC(N3CCOC[C@@H]3C)=C2C=C1)N1CCOC[C@@H]1C,93.07,5.0,9.0,1.0,2.642900000000001,465.5540000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d927f469d0>,tr
PD003491,ETP-46464,Serine/threonine-protein kinase mTOR,MTOR,single protein,9.22,CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1,470.17,5.0,0.0,3.0,7.04,79.11,MTOR,CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1,CC(C)(C#N)C1=CC=C(C=C1)N1C(=O)OCC2=C1C1=CC(=CC=C1N=C2)C1=CC2=CC=CC=C2N=C1,79.11,3.0,5.0,0.0,7.0394800000000055,470.53200000000015,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96c920f20>,tr
PD021598,XL388,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.0,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,455.13,6.0,1.0,3.0,3.22,102.59,MTOR,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,CC1=C(C=CC(=C1F)S(C)(=O)=O)C(=O)N1CCOC2=CC=C(C=C2C1)C1=CC=C(N)N=C1,102.59,3.0,6.0,1.0,3.2166200000000007,455.5110000000002,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247a9850>,tr
PD010899,WYE-125132,Serine/threonine-protein kinase mTOR,MTOR,single protein,9.68,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,519.26,9.0,2.0,4.0,3.47,115.66,MTOR,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,CNC(=O)NC1=CC=C(C=C1)C1=NC(N2CC3CCC(C2)O3)=C2C=NN(C3CCC4(CC3)OCCO4)C2=N1,115.66000000000001,4.0,9.0,2.0,3.4704000000000024,519.6060000000004,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247ab060>,tr
PD071549,ONATASERTIB,Serine/threonine-protein kinase mTOR,MTOR,single protein,7.8,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,397.21,7.0,2.0,4.0,2.48,100.47,MTOR,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,CO[C@H]1CC[C@@H](CC1)N1C(=O)CNC2=NC=C(N=C12)C1=CC=C(N=C1)C(C)(C)O,100.47,4.0,7.0,2.0,2.4821000000000004,397.47900000000016,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d92474bb50>,tr
PD010575,vistusertib,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.55,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,462.24,8.0,1.0,4.0,2.5,92.71,MTOR,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,CNC(=O)C1=CC=CC(=C1)C1=NC2=NC(=NC(N3CCOC[C@@H]3C)=C2C=C1)N1CCOC[C@@H]1C,92.71000000000001,4.0,8.0,1.0,2.5016000000000007,462.5540000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247aac70>,tr
PD080370,OUL35,Protein mono-ADP-ribosyltransferase PARP10,PARP10,single protein,6.22,NC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1,256.08,3.0,2.0,4.0,1.68,95.41,PARP,NC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1,NC(=O)C1=CC=C(OC2=CC=C(C=C2)C(N)=O)C=C1,95.41,4.0,3.0,2.0,1.6766999999999999,256.26099999999997,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d92474b7d0>,tr
PD003531,CICLOPIROX,Poly [ADP-ribose] polymerase 1,PARP1,single protein,6.8,Cc1cc(C2CCCCC2)n(O)c(=O)c1,207.13,3.0,1.0,1.0,2.44,42.23,PARP,Cc1cc(C2CCCCC2)n(O)c(=O)c1,CC1=CC(=O)N([O-])C(=C1)C1CCCCC1,45.06,1.0,3.0,0.0,2.550320000000001,206.26499999999993,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96c923f40>,tr
PD010471,UPF 1069,Poly [ADP-ribose] polymerase 1,PARP1,single protein,6.92,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,279.09,3.0,1.0,4.0,2.79,59.16,PARP,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,O=C(COC1=C2C=CNC(=O)C2=CC=C1)C1=CC=CC=C1,59.160000000000004,4.0,3.0,1.0,2.7898000000000014,279.295,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247a9cb0>,tr
PD121494,CHEMBL2179988 ,Protein mono-ADP-ribosyltransferase PARP10,PARP10,single protein,5.88,NC(=O)c1cccc(NC(=O)/C=C/C(=O)O)c1,234.06,3.0,3.0,4.0,0.36,109.49,PARP,NC(=O)c1cccc(NC(=O)/C=C/C(=O)O)c1,NC(=O)C1=CC=CC(NC(=O)\C=C\C([O-])=O)=C1,112.32,4.0,4.0,2.0,-0.9699,233.20299999999997,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96c9200b0>,tr
PD017229,ME0328,Protein mono-ADP-ribosyltransferase PARP3,PARP3,single protein,6.05,C[C@H](NC(=O)CCc1nc(=O)c2ccccc2[nH]1)c1ccccc1,321.15,3.0,2.0,5.0,2.73,74.85,PARP,C[C@H](NC(=O)CCc1nc(=O)c2ccccc2[nH]1)c1ccccc1,C[C@H](NC(=O)CCC1=NC2=CC=CC=C2C(=O)N1)C1=CC=CC=C1,74.85,5.0,3.0,2.0,2.733100000000001,321.38000000000005,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d924749230>,tr
PD113303,WAY-382659,Poly [ADP-ribose] polymerase 1,PARP1,single protein,6.65,O=C(/C=C/c1ccccc1)Nc1nc(-c2ccccc2)cs1,306.08,3.0,1.0,4.0,4.46,41.99,PARP,O=C(/C=C/c1ccccc1)Nc1nc(-c2ccccc2)cs1,O=C(NC1=NC(=CS1)C1=CC=CC=C1)\C=C\C1=CC=CC=C1,41.99,4.0,3.0,1.0,4.462000000000003,306.39000000000004,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247ab680>,tr
PD053585,NMS-P118,Poly [ADP-ribose] polymerase 1,PARP1,single protein,8.05,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,395.18,3.0,1.0,3.0,2.92,66.64,PARP,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,NC(=O)C1=CC(F)=CC2=C1C(=O)N(C2)C1CC[NH+](CC1)C1CCC(F)(F)CC1,67.84,3.0,2.0,2.0,1.5055999999999994,396.4330000000002,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247485f0>,tr
PD015263,"isoquinoline-1,5-diol",Poly [ADP-ribose] polymerase 1,PARP1,single protein,6.41,O=c1[nH]ccc2c(O)cccc12,161.05,2.0,2.0,0.0,1.23,53.09,PARP,O=c1[nH]ccc2c(O)cccc12,OC1=C2C=CNC(=O)C2=CC=C1,53.089999999999996,0.0,2.0,2.0,1.2337,161.16,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247abc30>,tr
PD088178,Benzoyleneurea,Poly [ADP-ribose] polymerase 1,PARP1,single protein,5.09,O=c1[nH]c(=O)c2ccccc2[nH]1,162.04,2.0,2.0,0.0,0.22,65.72,PARP,O=c1[nH]c(=O)c2ccccc2[nH]1,O=C1NC(=O)C2=CC=CC=C2N1,65.72,0.0,2.0,2.0,0.21640000000000004,162.148,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d88f573d80>,tr
PD164656,PARP1-IN-5 (dihydrochloride),Poly [ADP-ribose] polymerase 1,PARP1,single protein,7.54,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4cccs4)CC3)c(O)cc(O)c12,464.14,8.0,3.0,5.0,3.96,97.38,PARP,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4cccs4)CC3)c(O)cc(O)c12,OC1=CC=C(C=C1)C1=CC(=O)C2=C([O-])C=C([O-])C(CN3CCN(CC4=CC=CS4)CC3)=C2O1,103.03999999999999,5.0,8.0,1.0,2.692100000000001,462.52700000000027,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b42fec00>,tr
PD133898,venadaparib,Poly [ADP-ribose] polymerase 1,PARP1,single protein,8.3,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC(CNC2CC2)C1,406.18,4.0,2.0,6.0,2.48,78.09,PARP,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC(CNC2CC2)C1,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CC(C[NH2+]C2CC2)C1,82.67,6.0,3.0,2.0,1.4507999999999994,407.46900000000034,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247a9bd0>,tr
PD126858,Fluzoparib,Poly [ADP-ribose] polymerase 1,PARP1,single protein,7.99,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2nc(C(F)(F)F)nc2C1,472.13,6.0,1.0,3.0,2.92,96.77,PARP,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2nc(C(F)(F)F)nc2C1,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN2N=C(N=C2C1)C(F)(F)F,96.77000000000001,3.0,6.0,1.0,2.9193000000000007,472.40200000000027,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d92474aea0>,tr
PD121872,GeA-69,Protein mono-ADP-ribosyltransferase PARP14,PARP14,single protein,6.14,CC(=O)Nc1ccccc1-c1cccc2c1[nH]c1ccccc12,300.13,1.0,2.0,2.0,4.95,44.89,PARP,CC(=O)Nc1ccccc1-c1cccc2c1[nH]c1ccccc12,CC(=O)NC1=CC=CC=C1C1=CC=CC2=C1NC1=C2C=CC=C1,44.89,2.0,1.0,2.0,4.946500000000003,300.361,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d92474b1b0>,tr
PD004483,PJ34,Poly [ADP-ribose] polymerase 1,PARP1,single protein,7.7,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,295.13,3.0,2.0,3.0,2.18,65.2,PARP,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=C2C=CC=C3)C=C1,65.2,3.0,3.0,2.0,2.1814,295.342,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d92474a6c0>,tr
PD036151,E7449,Poly [ADP-ribose] polymerase 2,PARP2,single protein,9.0,O=C1NNc2nc(CN3Cc4ccccc4C3)nc3cccc1c23,317.13,5.0,2.0,2.0,2.22,70.15,PARP,O=C1NNc2nc(CN3Cc4ccccc4C3)nc3cccc1c23,O=C1NNC2=C3C(C=CC=C13)=NC(CN1CC3=CC=CC=C3C1)=N2,70.15,2.0,5.0,2.0,2.2158999999999995,317.35200000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96c920b30>,tr
PD171251,PARP10/15-IN-1,Protein mono-ADP-ribosyltransferase PARP10,PARP10,single protein,6.8,O=c1[nH][nH]c(=O)c2cc(OCc3ccsc3)ccc12,274.04,4.0,2.0,3.0,1.86,74.95,PARP,O=c1[nH][nH]c(=O)c2cc(OCc3ccsc3)ccc12,[O-]C1=C2C=CC(OCC3=CSC=C3)=CC2=C([O-])N=N1,81.13,3.0,6.0,0.0,1.417499999999999,272.285,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b42fec70>,tr
PD199656,PARP10-IN-2,Protein mono-ADP-ribosyltransferase PARP10,PARP10,single protein,5.44,N#Cc1ccc(Oc2ccc(C(N)=O)cc2)cc1,238.07,3.0,1.0,3.0,2.45,76.11,PARP,N#Cc1ccc(Oc2ccc(C(N)=O)cc2)cc1,NC(=O)C1=CC=C(OC2=CC=C(C=C2)C#N)C=C1,76.11000000000001,3.0,3.0,1.0,2.4494800000000003,238.246,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b42ff7d0>,tr
PD131734,mefuparib,Poly [ADP-ribose] polymerase 2,PARP2,single protein,8.72,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,298.11,3.0,2.0,4.0,3.06,68.26,PARP,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,C[NH2+]CC1=CC=C(C=C1)C1=CC2=CC(F)=CC(C(N)=O)=C2O1,72.84,4.0,2.0,2.0,2.031,299.325,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9247ab920>,tr
PD154867,AZD5305,Poly [ADP-ribose] polymerase 1,PARP1,single protein,8.4,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,406.21,6.0,2.0,5.0,1.56,94.22,PARP,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,CCC1=CC2=NC=C(C[NH+]3CCN(CC3)C3=CC=C(N=C3)C(=O)NC)C=C2NC1=O,95.41999999999999,5.0,5.0,3.0,0.14520000000000138,407.49800000000005,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d927f46b90>,tr
PD121477,CHEMBL3416132,Protein mono-ADP-ribosyltransferase PARP10,PARP10,single protein,4.39,O=C1NCCc2ccc(Cl)cc21,181.03,1.0,1.0,0.0,1.63,29.1,PARP,O=C1NCCc2ccc(Cl)cc21,ClC1=CC=C2CCNC(=O)C2=C1,29.1,0.0,1.0,1.0,1.6258999999999997,181.62199999999999,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8a8dd87b0>,tr
PD010641,TALAZOPARIB,Poly [ADP-ribose] polymerase 1,PARP1,single protein,9.22,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,380.12,6.0,2.0,2.0,2.63,88.49,PARP,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1,88.49000000000001,2.0,6.0,2.0,2.6285000000000007,380.35800000000006,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d92474b300>,tr
